timestamp,index,adc0_gpio36,adc1_gpio39,adc2_gpio34,adc3_gpio35,adc4_gpio32,adc5_gpio33,imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_mag_x,imu0_mag_y,imu0_mag_z,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_mag_x,imu1_mag_y,imu1_mag_z
0.000000,451970.000000,531.000000,1793.000000,1814.000000,693.000000,1794.000000,1370.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.260000,0.010000,0.010000,0.010000,38.250000,-5.880000,-14.380000
0.002000,451971.000000,2.000000,1776.000000,1808.000000,757.000000,1776.000000,1762.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.260000,0.010000,0.010000,0.010000,38.250000,-5.880000,-14.380000
0.004000,451972.000000,75.000000,1792.000000,1795.000000,834.000000,1791.000000,1918.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.260000,0.010000,0.010000,0.010000,38.250000,-5.880000,-14.380000
0.006000,451973.000000,33.000000,1801.000000,1802.000000,901.000000,1808.000000,1995.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.260000,0.010000,0.010000,0.010000,38.250000,-5.880000,-14.380000
0.008000,451974.000000,35.000000,1815.000000,1829.000000,925.000000,1809.000000,2032.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.260000,0.010000,0.010000,0.010000,38.250000,-5.880000,-14.380000
0.010000,451975.000000,656.000000,1840.000000,1823.000000,1099.000000,1833.000000,2373.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.270000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.012000,451976.000000,65.000000,1882.000000,1872.000000,1147.000000,1872.000000,2285.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.270000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.014000,451977.000000,59.000000,1875.000000,1865.000000,1038.000000,1859.000000,1871.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.270000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.016000,451978.000000,70.000000,1855.000000,1869.000000,835.000000,1861.000000,1357.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.270000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.018000,451979.000000,0.000000,1815.000000,1821.000000,720.000000,1810.000000,1221.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.270000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.020000,451980.000000,526.000000,1789.000000,1808.000000,692.000000,1789.000000,1373.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.200000,3.260000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.022000,451981.000000,4.000000,1799.000000,1823.000000,778.000000,1787.000000,1759.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.200000,3.260000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.024000,451982.000000,128.000000,1802.000000,1804.000000,846.000000,1787.000000,1923.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.200000,3.260000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.026000,451983.000000,38.000000,1798.000000,1812.000000,877.000000,1791.000000,2000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.200000,3.260000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.028000,451984.000000,46.000000,1808.000000,1808.000000,928.000000,1809.000000,2032.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.200000,3.260000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.030000,451985.000000,65.000000,1856.000000,1833.000000,1106.000000,1850.000000,2384.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.180000,0.010000,0.010000,0.010000,38.690000,-5.500000,-14.380000
0.032000,451986.000000,63.000000,1877.000000,1762.000000,1107.000000,1861.000000,2293.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.180000,0.010000,0.010000,0.010000,38.690000,-5.500000,-14.380000
0.034000,451987.000000,89.000000,1905.000000,1868.000000,1020.000000,1857.000000,1873.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.180000,0.010000,0.010000,0.010000,38.690000,-5.500000,-14.380000
0.036000,451988.000000,0.000000,1866.000000,1840.000000,845.000000,1863.000000,1346.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.180000,0.010000,0.010000,0.010000,38.690000,-5.500000,-14.380000
0.038000,451989.000000,0.000000,1825.000000,1799.000000,724.000000,1822.000000,1201.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.290000,9.220000,3.180000,0.010000,0.010000,0.010000,38.690000,-5.500000,-14.380000
0.040000,451990.000000,527.000000,1767.000000,1868.000000,701.000000,1792.000000,1350.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.230000,3.220000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.042000,451991.000000,7.000000,1774.000000,1786.000000,763.000000,1793.000000,1749.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.230000,3.220000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.044000,451992.000000,33.000000,1789.000000,1773.000000,851.000000,1812.000000,1936.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.230000,3.220000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.046000,451993.000000,32.000000,1804.000000,1791.000000,897.000000,1827.000000,1969.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.230000,3.220000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.048000,451994.000000,45.000000,1809.000000,1808.000000,942.000000,1828.000000,2034.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.230000,3.220000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.050000,451995.000000,658.000000,1851.000000,1817.000000,1103.000000,1819.000000,2352.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.240000,3.240000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.052000,451996.000000,55.000000,1860.000000,1856.000000,1127.000000,1870.000000,2302.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.240000,3.240000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.054000,451997.000000,117.000000,1870.000000,1858.000000,1023.000000,1847.000000,1877.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.240000,3.240000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.056000,451998.000000,0.000000,1859.000000,1823.000000,854.000000,1841.000000,1328.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.240000,3.240000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.058000,451999.000000,0.000000,1822.000000,1820.000000,721.000000,1819.000000,1215.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.240000,3.240000,0.010000,0.010000,0.000000,38.690000,-5.500000,-14.380000
0.060000,452000.000000,527.000000,1791.000000,1797.000000,669.000000,1795.000000,1351.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.250000,9.230000,3.290000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.062000,452001.000000,4.000000,1787.000000,1783.000000,746.000000,1776.000000,1775.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.250000,9.230000,3.290000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.064000,452002.000000,49.000000,1791.000000,1787.000000,854.000000,1802.000000,1938.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.250000,9.230000,3.290000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.066000,452003.000000,55.000000,1807.000000,1776.000000,887.000000,1801.000000,1968.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.250000,9.230000,3.290000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.068000,452004.000000,32.000000,1807.000000,1793.000000,928.000000,1814.000000,2018.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.250000,9.230000,3.290000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.070000,452005.000000,56.000000,1835.000000,1807.000000,1093.000000,1854.000000,2414.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.210000,3.300000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.072000,452006.000000,82.000000,1868.000000,1806.000000,1133.000000,1839.000000,2262.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.210000,3.300000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.074000,452007.000000,140.000000,1856.000000,1819.000000,1039.000000,1874.000000,1887.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.210000,3.300000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.076000,452008.000000,0.000000,1847.000000,1809.000000,827.000000,1845.000000,1335.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.210000,3.300000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.078000,452009.000000,0.000000,1825.000000,1810.000000,729.000000,1803.000000,1215.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.280000,9.210000,3.300000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.080000,452010.000000,527.000000,1791.000000,1782.000000,686.000000,1777.000000,1359.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.270000,9.220000,3.190000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.082000,452011.000000,12.000000,1757.000000,1754.000000,766.000000,1779.000000,1750.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.270000,9.220000,3.190000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.084000,452012.000000,102.000000,1778.000000,1761.000000,848.000000,1823.000000,1919.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.270000,9.220000,3.190000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.086000,452013.000000,47.000000,1804.000000,1755.000000,880.000000,1818.000000,1978.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.270000,9.220000,3.190000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.088000,452014.000000,30.000000,1829.000000,1797.000000,902.000000,1821.000000,1986.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.270000,9.220000,3.190000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.090000,452015.000000,646.000000,1823.000000,1806.000000,1086.000000,1834.000000,2367.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.260000,9.190000,3.260000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.092000,452016.000000,57.000000,1886.000000,1825.000000,1136.000000,1847.000000,2274.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.260000,9.190000,3.260000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.094000,452017.000000,32.000000,1873.000000,1834.000000,1010.000000,1862.000000,1861.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.260000,9.190000,3.260000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.096000,452018.000000,0.000000,1856.000000,1825.000000,816.000000,1838.000000,1353.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.260000,9.190000,3.260000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.098000,452019.000000,0.000000,1829.000000,1798.000000,711.000000,1791.000000,1202.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.260000,9.190000,3.260000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
0.100000,452020.000000,522.000000,1786.000000,1769.000000,688.000000,1771.000000,1355.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.270000,9.220000,3.270000,0.010000,0.000000,0.000000,39.380000,-6.560000,-16.060000
