timestamp,index,adc0_gpio36,adc1_gpio39,adc2_gpio34,adc3_gpio35,adc4_gpio32,adc5_gpio33,imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_mag_x,imu0_mag_y,imu0_mag_z,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_mag_x,imu1_mag_y,imu1_mag_z
0.000000,279165.000000,65.000000,2763.000000,2000.000000,1265.000000,2016.000000,1965.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.730000,9.380000,2.190000,0.000000,0.000000,-0.010000,42.690000,-11.060000,-4.690000
0.002000,279166.000000,0.000000,2325.000000,2053.000000,1171.000000,1998.000000,460.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.730000,9.380000,2.190000,0.000000,0.000000,-0.010000,42.690000,-11.060000,-4.690000
0.004000,279167.000000,0.000000,1728.000000,1961.000000,991.000000,1902.000000,106.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.730000,9.380000,2.190000,0.000000,0.000000,-0.010000,42.690000,-11.060000,-4.690000
0.006000,279168.000000,0.000000,1248.000000,1862.000000,847.000000,1802.000000,780.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.730000,9.380000,2.190000,0.000000,0.000000,-0.010000,42.690000,-11.060000,-4.690000
0.008000,279169.000000,0.000000,1141.000000,1813.000000,768.000000,1708.000000,1229.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.730000,9.380000,2.190000,0.000000,0.000000,-0.010000,42.690000,-11.060000,-4.690000
0.010000,279170.000000,0.000000,1175.000000,1783.000000,743.000000,1702.000000,1571.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.250000,0.010000,0.000000,0.000000,42.690000,-11.060000,-4.690000
0.012000,279171.000000,11.000000,1295.000000,1776.000000,737.000000,1699.000000,1856.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.250000,0.010000,0.000000,0.000000,42.690000,-11.060000,-4.690000
0.014000,279172.000000,75.000000,1484.000000,1755.000000,766.000000,1695.000000,2930.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.250000,0.010000,0.000000,0.000000,42.690000,-11.060000,-4.690000
0.016000,279173.000000,165.000000,2155.000000,1812.000000,982.000000,1808.000000,3970.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.250000,0.010000,0.000000,0.000000,42.690000,-11.060000,-4.690000
0.018000,279174.000000,160.000000,2658.000000,1917.000000,1182.000000,1927.000000,3434.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.250000,0.010000,0.000000,0.000000,42.690000,-11.060000,-4.690000
0.020000,279175.000000,80.000000,2779.000000,2015.000000,1262.000000,2035.000000,2034.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.710000,9.400000,2.280000,0.000000,0.000000,-0.010000,43.380000,-11.500000,-4.690000
0.022000,279176.000000,0.000000,2305.000000,2034.000000,1165.000000,1995.000000,411.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.710000,9.400000,2.280000,0.000000,0.000000,-0.010000,43.380000,-11.500000,-4.690000
0.024000,279177.000000,0.000000,1715.000000,1959.000000,1002.000000,1904.000000,105.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.710000,9.400000,2.280000,0.000000,0.000000,-0.010000,43.380000,-11.500000,-4.690000
0.026000,279178.000000,0.000000,1236.000000,1860.000000,848.000000,1777.000000,800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.710000,9.400000,2.280000,0.000000,0.000000,-0.010000,43.380000,-11.500000,-4.690000
0.028000,279179.000000,0.000000,1172.000000,1795.000000,751.000000,1730.000000,1263.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.710000,9.400000,2.280000,0.000000,0.000000,-0.010000,43.380000,-11.500000,-4.690000
0.030000,279180.000000,0.000000,1194.000000,1749.000000,730.000000,1693.000000,1553.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.300000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.032000,279181.000000,11.000000,1307.000000,1746.000000,743.000000,1680.000000,1859.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.300000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.034000,279182.000000,78.000000,1505.000000,1730.000000,795.000000,1702.000000,2971.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.300000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.036000,279183.000000,173.000000,2128.000000,1809.000000,981.000000,1813.000000,3968.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.300000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.038000,279184.000000,156.000000,2677.000000,1910.000000,1185.000000,1937.000000,3431.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.720000,9.400000,2.300000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.040000,279185.000000,54.000000,2752.000000,2000.000000,1258.000000,2006.000000,1793.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.740000,9.420000,2.160000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.042000,279186.000000,0.000000,2305.000000,2007.000000,1174.000000,1977.000000,431.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.740000,9.420000,2.160000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.044000,279187.000000,0.000000,1691.000000,1942.000000,1009.000000,1877.000000,115.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.740000,9.420000,2.160000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.046000,279188.000000,0.000000,1234.000000,1846.000000,846.000000,1776.000000,819.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.740000,9.420000,2.160000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.048000,279189.000000,0.000000,1152.000000,1775.000000,781.000000,1746.000000,1265.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.740000,9.420000,2.160000,0.000000,0.000000,0.000000,43.380000,-11.500000,-4.690000
0.050000,279190.000000,0.000000,1190.000000,1751.000000,740.000000,1691.000000,1587.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.780000,9.420000,2.230000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.052000,279191.000000,6.000000,1298.000000,1735.000000,736.000000,1689.000000,1843.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.780000,9.420000,2.230000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.054000,279192.000000,80.000000,1503.000000,1744.000000,801.000000,1697.000000,2985.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.780000,9.420000,2.230000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.056000,279193.000000,169.000000,2159.000000,1781.000000,970.000000,1802.000000,3997.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.780000,9.420000,2.230000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.058000,279194.000000,157.000000,2671.000000,1914.000000,1186.000000,1925.000000,3413.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.780000,9.420000,2.230000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.060000,279195.000000,78.000000,2779.000000,1978.000000,1263.000000,1997.000000,1936.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.770000,9.420000,2.240000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.062000,279196.000000,0.000000,2306.000000,1998.000000,1168.000000,1978.000000,405.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.770000,9.420000,2.240000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.064000,279197.000000,0.000000,1666.000000,1946.000000,974.000000,1877.000000,130.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.770000,9.420000,2.240000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.066000,279198.000000,0.000000,1238.000000,1842.000000,823.000000,1771.000000,837.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.770000,9.420000,2.240000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.068000,279199.000000,0.000000,1143.000000,1776.000000,758.000000,1713.000000,1281.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.770000,9.420000,2.240000,0.000000,-0.010000,0.000000,43.380000,-11.500000,-4.690000
0.070000,279200.000000,0.000000,1451.000000,1769.000000,743.000000,1703.000000,1557.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.250000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.072000,279201.000000,70.000000,1306.000000,1745.000000,725.000000,1687.000000,1862.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.250000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.074000,279202.000000,89.000000,1520.000000,1738.000000,782.000000,1690.000000,3029.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.250000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.076000,279203.000000,167.000000,2180.000000,1823.000000,983.000000,1816.000000,3991.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.250000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.078000,279204.000000,154.000000,2684.000000,1902.000000,1166.000000,1923.000000,3387.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.250000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.080000,279205.000000,71.000000,2785.000000,1981.000000,1249.000000,1988.000000,1984.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.390000,2.210000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.082000,279206.000000,95.000000,2281.000000,1991.000000,1136.000000,1979.000000,400.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.390000,2.210000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.084000,279207.000000,0.000000,1662.000000,1913.000000,966.000000,1874.000000,129.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.390000,2.210000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.086000,279208.000000,0.000000,1232.000000,1821.000000,793.000000,1763.000000,833.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.390000,2.210000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.088000,279209.000000,0.000000,1138.000000,1738.000000,797.000000,1697.000000,1274.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.390000,2.210000,0.000000,-0.010000,0.000000,43.750000,-11.500000,-4.690000
0.090000,279210.000000,0.000000,1186.000000,1741.000000,718.000000,1680.000000,1530.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.180000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.092000,279211.000000,11.000000,1328.000000,1718.000000,726.000000,1690.000000,1875.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.180000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.094000,279212.000000,85.000000,1535.000000,1712.000000,758.000000,1671.000000,3057.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.180000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.096000,279213.000000,165.000000,2207.000000,1787.000000,972.000000,1808.000000,4006.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.180000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.098000,279214.000000,153.000000,2674.000000,1882.000000,1170.000000,1935.000000,3366.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.750000,9.380000,2.180000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.100000,279215.000000,46.000000,2772.000000,1963.000000,1232.000000,1998.000000,1580.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.790000,9.400000,2.220000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.102000,279216.000000,0.000000,2302.000000,1955.000000,1131.000000,1955.000000,398.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.790000,9.400000,2.220000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.104000,279217.000000,0.000000,1659.000000,1890.000000,937.000000,1865.000000,123.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.790000,9.400000,2.220000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.106000,279218.000000,0.000000,1230.000000,1807.000000,805.000000,1744.000000,832.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.790000,9.400000,2.220000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.108000,279219.000000,0.000000,1145.000000,1737.000000,755.000000,1697.000000,1275.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.790000,9.400000,2.220000,0.000000,0.000000,-0.010000,43.750000,-11.500000,-4.690000
0.110000,279220.000000,0.000000,1636.000000,1717.000000,709.000000,1659.000000,1567.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.790000,9.400000,2.290000,0.000000,0.000000,0.000000,43.750000,-11.500000,-4.690000
0.112000,279221.000000,13.000000,1301.000000,1699.000000,707.000000,1657.000000,1871.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.790000,9.400000,2.290000,0.000000,0.000000,0.000000,43.750000,-11.500000,-4.690000
0.114000,279222.000000,85.000000,1534.000000,1723.000000,767.000000,1669.000000,3071.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.790000,9.400000,2.290000,0.000000,0.000000,0.000000,43.750000,-11.500000,-4.690000
0.116000,279223.000000,173.000000,2197.000000,1776.000000,964.000000,1761.000000,4043.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.790000,9.400000,2.290000,0.000000,0.000000,0.000000,43.750000,-11.500000,-4.690000
